"Product_Collection","Vertical_Segment","Processor_Number","Status","Launch_Date","Lithography(nm)","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency(MHz)","Cache_Size(MB)","Type_Of_Cache","TDP(Watts)","Max_Memory_Size(GB)","Max_Memory_Bandwidth(GB/s)","Graphics_Base_Frequency(MHz)","Graphics_Max_Dynamic_Frequency(MHz)","Instruction_Set","Recommended_Customer_Price(USD)"
"Legacy Intel® Core™ Processors","Mobile","P8800","End of Interactive Support",2009,45,2,4,2660,3,"L2",25,32,25.6,350,1050,"64-bit",253
"Legacy Intel® Core™ Processors","Mobile","P9500","End of Interactive Support",2008,45,2,4,2530,6,"L2",25,32,25.6,350,1050,"64-bit",364
"Legacy Intel® Core™ Processors","Mobile","P9600","End of Interactive Support",2008,45,2,4,2660,6,"L2",25,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Mobile","P9700","End of Interactive Support",2009,45,2,4,2800,6,"L2",28,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Mobile","L2400","End of Interactive Support",2006,65,2,4,1660,2,"L2",15,32,25.6,350,1050,"32-bit",117
"Legacy Intel® Core™ Processors","Mobile","L7200","End of Interactive Support",2007,65,2,4,1330,4,"L2",17,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Mobile","L7300","End of Interactive Support",2007,65,2,4,1400,4,"L2",17,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Mobile","L7400","End of Interactive Support",2006,65,2,4,1500,4,"L2",17,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Mobile","L7500","End of Interactive Support",2006,65,2,4,1600,4,"L2",17,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Mobile","L7700","End of Interactive Support",2007,65,2,4,1800,4,"L2",17,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Desktop","E4300","End of Interactive Support",2006,65,2,4,1800,2,"L2",65,32,25.6,350,1050,"64-bit",117
"4th Generation Intel® Core™ i3 Processors","Desktop","i3-4330","Launched",2013,22,2,4,3500,4,"SmartCache",54,32,25.6,350,1150,"64-bit",142.5
"Legacy Intel® Core™ Processors","Desktop","E4400","End of Interactive Support",2007,65,2,4,2000,2,"L2",65,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Desktop","E4500","End of Interactive Support",2007,65,2,4,2200,2,"L2",65,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Desktop","E4600","End of Interactive Support",2007,65,2,4,2400,2,"L2",65,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Desktop","E4700","End of Interactive Support",2008,65,2,4,2600,2,"L2",65,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Desktop","E6300","End of Interactive Support",2006,65,2,4,1860,2,"L2",65,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Desktop","E6400","End of Interactive Support",2006,65,2,4,2130,2,"L2",65,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Desktop","E6320","End of Interactive Support",2007,65,2,4,1860,4,"L2",65,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Desktop","E6420","End of Interactive Support",2007,65,2,4,2130,4,"L2",65,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Desktop","E6540","End of Interactive Support",2007,65,2,4,2330,4,"L2",65,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Desktop","E6550","End of Interactive Support",2007,65,2,4,2330,4,"L2",65,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Desktop","E6600","End of Interactive Support",2006,65,2,4,2400,4,"L2",65,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Desktop","E6700","End of Interactive Support",2006,65,2,4,2660,4,"L2",65,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Desktop","E6750","End of Interactive Support",2007,65,2,4,2660,4,"L2",65,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Desktop","E6850","End of Interactive Support",2007,65,2,4,3000,4,"L2",65,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Desktop","E7200","End of Interactive Support",2008,45,2,4,2530,3,"L2",65,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Desktop","E7300","End of Interactive Support",2008,45,2,4,2660,3,"L2",65,32,25.6,350,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Desktop","E7400","End of Interactive Support",2008,45,2,4,2800,3,"L2",65,32,25.6,350,1050,"64-bit",117.5
"Legacy Intel® Core™ Processors","Desktop","E7500","End of Interactive Support",2009,45,2,4,2930,3,"L2",65,32,25.6,350,1050,"64-bit",125
"Legacy Intel® Core™ Processors","Desktop","E7600","End of Interactive Support",2009,45,2,4,3060,3,"L2",65,32,25.6,350,1050,"64-bit",147
"Legacy Intel® Core™ Processors","Desktop","E8190","End of Interactive Support",2008,45,2,4,2660,6,"L2",65,32,25.6,350,1050,"64-bit",164
"Legacy Intel® Core™ Processors","Desktop","E8200","End of Interactive Support",2008,45,2,4,2660,6,"L2",65,32,25.6,350,1050,"64-bit",164
"Legacy Intel® Core™ Processors","Desktop","E8300","End of Interactive Support",2008,45,2,4,2830,6,"L2",65,32,25.6,350,1050,"64-bit",164
"Legacy Intel® Core™ Processors","Desktop","E8400","End of Interactive Support",2008,45,2,4,3000,6,"L2",65,32,25.6,350,1050,"64-bit",164
"Legacy Intel® Core™ Processors","Desktop","E8500","End of Interactive Support",2008,45,2,4,3160,6,"L2",65,32,25.6,350,1050,"64-bit",200
"Legacy Intel® Core™ Processors","Desktop","E8600","End of Interactive Support",2008,45,2,4,3330,6,"L2",65,32,25.6,350,1050,"64-bit",285
"Legacy Intel® Core™ Processors","Desktop","Q6600","End of Interactive Support",2007,65,4,8,2400,8,"L2",105,32,25.6,350,1050,"64-bit",179
"Legacy Intel® Core™ Processors","Desktop","Q6700","End of Interactive Support",2007,65,4,8,2660,8,"L2",105,32,25.6,350,1050,"64-bit",179
"Legacy Intel® Core™ Processors","Desktop","Q8200","End of Interactive Support",2008,45,4,8,2330,4,"L2",95,32,25.6,350,1050,"64-bit",179
"Legacy Intel® Core™ Processors","Desktop","Q8200S","End of Interactive Support",2009,45,4,8,2330,4,"L2",65,32,25.6,350,1050,"64-bit",232
"Legacy Intel® Core™ Processors","Desktop","Q8300","End of Interactive Support",2008,45,4,8,2500,4,"L2",95,32,25.6,350,1050,"64-bit",179
"Legacy Intel® Core™ Processors","Desktop","Q8400","End of Interactive Support",2009,45,4,8,2660,4,"L2",95,32,25.6,350,1050,"64-bit",179
"Legacy Intel® Core™ Processors","Desktop","Q8400S","End of Interactive Support",2009,45,4,8,2660,4,"L2",65,32,25.6,350,1050,"64-bit",232
"Legacy Intel® Core™ Processors","Mobile","Q9000","End of Interactive Support",2009,45,4,8,2000,6,"L2",45,32,25.6,350,1050,"64-bit",364
"Legacy Intel® Core™ Processors","Mobile","Q9100","End of Interactive Support",2008,45,4,8,2260,12,"L2",45,32,25.6,350,1050,"64-bit",200
"Legacy Intel® Core™ Processors","Desktop","Q9300","End of Interactive Support",2008,45,4,8,2500,6,"L2",95,32,25.6,350,1050,"64-bit",200
"Legacy Intel® Core™ Processors","Desktop","Q9400","End of Interactive Support",2008,45,4,8,2660,6,"L2",95,32,25.6,350,1050,"64-bit",190
"Legacy Intel® Core™ Processors","Desktop","Q9400S","End of Interactive Support",2009,45,4,8,2660,6,"L2",65,32,25.6,350,1050,"64-bit",254
"Legacy Intel® Core™ Processors","Desktop","Q9450","End of Interactive Support",2008,45,4,8,2660,12,"L2",95,32,25.6,350,1050,"64-bit",234
"Legacy Intel® Core™ Processors","Desktop","Q9505","End of Interactive Support",2009,45,4,8,2830,6,"L2",95,32,25.6,350,1050,"64-bit",234
"Legacy Intel® Core™ Processors","Desktop","Q9505S","End of Interactive Support",2009,45,4,8,2830,6,"L2",65,32,25.6,350,1050,"64-bit",287
"Legacy Intel® Core™ Processors","Desktop","Q9550","End of Interactive Support",2008,45,4,8,2830,12,"L2",95,32,25.6,350,1050,"64-bit",287
"Legacy Intel® Core™ Processors","Desktop","Q9550S","End of Interactive Support",2009,45,4,8,2830,12,"L2",65,32,25.6,350,1050,"64-bit",340
"Legacy Intel® Core™ Processors","Desktop","Q9650","End of Interactive Support",2008,45,4,8,3000,12,"L2",95,32,25.6,350,1050,"64-bit",339
"Legacy Intel® Core™ Processors","Mobile","i3-330E","End of Interactive Support",2010,32,2,4,2130,3,"SmartCache",35,8.79,17.1,500,667,"64-bit",138
"Legacy Intel® Core™ Processors","Mobile","i3-330M","End of Interactive Support",2010,32,2,4,2130,3,"SmartCache",35,8,17.1,500,667,"64-bit",177
"Legacy Intel® Core™ Processors","Mobile","i3-330UM","End of Interactive Support",2010,32,2,4,1200,3,"SmartCache",18,8,12.8,166,500,"64-bit",117
"Legacy Intel® Core™ Processors","Mobile","i3-350M","End of Interactive Support",2010,32,2,4,2260,3,"SmartCache",35,8,17.1,500,667,"64-bit",117
"Legacy Intel® Core™ Processors","Mobile","i3-370M","End of Interactive Support",2010,32,2,4,2400,3,"SmartCache",35,8,17.1,500,667,"64-bit",117
"Legacy Intel® Core™ Processors","Mobile","i3-380M","End of Interactive Support",2010,32,2,4,2530,3,"SmartCache",35,8,17.1,500,667,"64-bit",117
"Legacy Intel® Core™ Processors","Mobile","i3-380UM","End of Interactive Support",2010,32,2,4,1330,3,"SmartCache",18,8,12.8,166,500,"64-bit",117
"Legacy Intel® Core™ Processors","Desktop","i3-530","End of Interactive Support",2010,32,2,4,2930,4,"SmartCache",73,16.38,21,733,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Desktop","i3-540","End of Interactive Support",2010,32,2,4,3060,4,"SmartCache",73,16.38,21,733,1050,"64-bit",113
"Legacy Intel® Core™ Processors","Desktop","i3-550","End of Interactive Support",2010,32,2,4,3200,4,"SmartCache",73,16.38,21,733,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Mobile","i5-430M","End of Interactive Support",2010,32,2,4,2260,3,"SmartCache",35,8,17.1,500,766,"64-bit",210
"Legacy Intel® Core™ Processors","Mobile","i5-430UM","End of Interactive Support",2010,32,2,4,1200,3,"SmartCache",18,8,12.8,166,500,"64-bit",210
"Legacy Intel® Core™ Processors","Mobile","i5-450M","End of Interactive Support",2010,32,2,4,2400,3,"SmartCache",35,8,17.1,500,766,"64-bit",210
"Legacy Intel® Core™ Processors","Mobile","i5-460M","End of Interactive Support",2010,32,2,4,2530,3,"SmartCache",35,8,17.1,500,766,"64-bit",210
"Legacy Intel® Core™ Processors","Mobile","i5-470UM","End of Interactive Support",2010,32,2,4,1330,3,"SmartCache",18,8,12.8,166,500,"64-bit",210
"Legacy Intel® Core™ Processors","Embedded","i5-520E","Launched",2010,32,2,4,2400,3,"SmartCache",35,8.79,17.1,500,766,"64-bit",210
"Legacy Intel® Core™ Processors","Mobile","i5-520M","End of Interactive Support",2010,32,2,4,2400,3,"SmartCache",35,8.3,17.1,500,766,"64-bit",218.5
"Legacy Intel® Core™ Processors","Mobile","i5-520UM","End of Interactive Support",2010,32,2,4,1070,3,"SmartCache",18,8,12.8,166,500,"64-bit",269
"Legacy Intel® Core™ Processors","Mobile","i5-540M","End of Interactive Support",2010,32,2,4,2530,3,"SmartCache",35,8,17.1,500,766,"64-bit",269
"Legacy Intel® Core™ Processors","Mobile","i5-540UM","End of Interactive Support",2010,32,2,4,1200,3,"SmartCache",18,8,12.8,166,500,"64-bit",177
"Legacy Intel® Core™ Processors","Mobile","i5-560M","End of Interactive Support",2010,32,2,4,2660,3,"SmartCache",35,8,17.1,500,766,"64-bit",177
"Legacy Intel® Core™ Processors","Mobile","i5-560UM","End of Interactive Support",2010,32,2,4,1330,3,"SmartCache",18,8,12.8,166,500,"64-bit",177
"Legacy Intel® Core™ Processors","Mobile","i5-580M","End of Interactive Support",2010,32,2,4,2660,3,"SmartCache",35,8,17.1,500,766,"64-bit",177
"Legacy Intel® Core™ Processors","Desktop","i5-650","End of Interactive Support",2010,32,2,4,3200,4,"SmartCache",73,16.38,21,733,1050,"64-bit",177
"Legacy Intel® Core™ Processors","Desktop","i5-655K","End of Interactive Support",2010,32,2,4,3200,4,"SmartCache",73,16.38,21,733,1050,"64-bit",177
"Legacy Intel® Core™ Processors","Desktop","i5-660","End of Interactive Support",2010,32,2,4,3330,4,"SmartCache",73,16.38,21,733,1050,"64-bit",185
"Legacy Intel® Core™ Processors","Desktop","i5-661","End of Interactive Support",2010,32,2,4,3330,4,"SmartCache",87,16.38,21,900,1050,"64-bit",177
"Legacy Intel® Core™ Processors","Desktop","i5-670","End of Interactive Support",2010,32,2,4,3460,4,"SmartCache",73,16.6,21,733,1050,"64-bit",305
"Legacy Intel® Core™ Processors","Desktop","i5-750","End of Interactive Support",2009,45,4,4,2660,8,"SmartCache",95,16,21,350,1050,"64-bit",203
"Legacy Intel® Core™ Processors","Desktop","i5-750S","End of Interactive Support",2010,45,4,4,2400,8,"SmartCache",82,16,21,350,1050,"64-bit",279
"Legacy Intel® Core™ Processors","Desktop","i5-760","End of Interactive Support",2010,45,4,4,2800,8,"SmartCache",95,16,21,350,1050,"64-bit",213
"Legacy Intel® Core™ Processors","Embedded","i7-620LE","Launched",2010,32,2,4,2000,4,"SmartCache",25,8.79,17.1,266,566,"64-bit",247
"Legacy Intel® Core™ Processors","Mobile","i7-620LM","End of Interactive Support",2010,32,2,4,2000,4,"SmartCache",25,8,17.1,266,566,"64-bit",250
"Legacy Intel® Core™ Processors","Mobile","i7-620M","End of Interactive Support",2010,32,2,4,2660,4,"SmartCache",35,8,17.1,500,766,"64-bit",250
"Legacy Intel® Core™ Processors","Embedded","i7-620UE","Launched",2010,32,2,4,1060,4,"SmartCache",18,8.79,12.8,166,500,"64-bit",248
"Legacy Intel® Core™ Processors","Mobile","i7-620UM","End of Interactive Support",2010,32,2,4,1060,4,"SmartCache",18,8,12.8,166,500,"64-bit",248
"Legacy Intel® Core™ Processors","Mobile","i7-640LM","End of Interactive Support",2010,32,2,4,2130,4,"SmartCache",25,8,17.1,266,566,"64-bit",248
"Legacy Intel® Core™ Processors","Mobile","i7-640M","End of Interactive Support",2010,32,2,4,2800,4,"SmartCache",35,8,17.1,500,766,"64-bit",248
"Legacy Intel® Core™ Processors","Mobile","i7-640UM","End of Interactive Support",2010,32,2,4,1200,4,"SmartCache",18,8,12.8,166,500,"64-bit",248
"Legacy Intel® Core™ Processors","Mobile","i7-660LM","End of Interactive Support",2010,32,2,4,2260,4,"SmartCache",25,8,17.1,266,566,"64-bit",248
"Legacy Intel® Core™ Processors","Mobile","i7-660UE","End of Interactive Support",2010,32,2,4,1330,4,"Original",18,8.79,12.8,166,500,"64-bit",248
"Legacy Intel® Core™ Processors","Mobile","i7-660UM","End of Interactive Support",2010,32,2,4,1330,4,"SmartCache",18,8,12.8,166,500,"64-bit",380
"Legacy Intel® Core™ Processors","Mobile","i7-680UM","End of Interactive Support",2010,32,2,4,1460,4,"SmartCache",18,8,12.8,166,500,"64-bit",380
"Legacy Intel® Core™ Processors","Mobile","i7-740QM","End of Interactive Support",2010,45,4,8,1730,6,"SmartCache",45,8,21,350,1050,"64-bit",380
"Legacy Intel® Core™ Processors","Mobile","i7-840QM","End of Interactive Support",2010,45,4,8,1860,8,"SmartCache",45,8,21,350,1050,"64-bit",570
"Legacy Intel® Core™ Processors","Desktop","i7-860S","End of Interactive Support",2010,45,4,8,2530,8,"SmartCache",82,16,21,350,1050,"64-bit",362
"Legacy Intel® Core™ Processors","Desktop","i7-870","End of Interactive Support",2009,45,4,8,2930,8,"SmartCache",95,16,21,350,1050,"64-bit",305
"Legacy Intel® Core™ Processors","Desktop","i7-870S","End of Interactive Support",2010,45,4,8,2660,8,"SmartCache",82,16,21,350,1050,"64-bit",353
"Legacy Intel® Core™ Processors","Desktop","i7-875K","End of Interactive Support",2010,45,4,8,2930,8,"SmartCache",95,16,21,350,1050,"64-bit",353
"Legacy Intel® Core™ Processors","Desktop","i7-880","End of Interactive Support",2010,45,4,8,3060,8,"SmartCache",95,16,21,350,1050,"64-bit",305
"Legacy Intel® Core™ Processors","Desktop","i7-930","End of Interactive Support",2010,45,4,8,2800,8,"SmartCache",130,24,25.6,350,1050,"64-bit",305
"Legacy Intel® Core™ Processors","Desktop","i7-940","End of Interactive Support",2008,45,4,8,2930,8,"SmartCache",130,24,25.6,350,1050,"64-bit",555
"Legacy Intel® Core™ Processors","Desktop","i7-950","End of Interactive Support",2009,45,4,8,3060,8,"SmartCache",130,24,25.6,350,1050,"64-bit",305
"Legacy Intel® Core™ Processors","Desktop","i7-960","End of Interactive Support",2009,45,4,8,3200,8,"SmartCache",130,24,25.6,350,1050,"64-bit",305
"Legacy Intel® Core™ Processors","Desktop","i7-970","End of Interactive Support",2010,32,6,12,3200,12,"SmartCache",130,24,25.6,350,1050,"64-bit",594
"Legacy Intel® Core™ Processors","Desktop","i7-980","End of Interactive Support",2011,32,6,12,3330,12,"SmartCache",130,24,25.6,350,1050,"64-bit",594
"Legacy Intel® Core™ Processors","Desktop","i3-560","End of Interactive Support",2010,32,2,4,3330,4,"SmartCache",73,16.38,21,733,1050,"64-bit",117
"Legacy Intel® Core™ Processors","Mobile","i5-480M","End of Interactive Support",2011,32,2,4,2660,3,"SmartCache",35,8,17.1,500,766,"64-bit",305
"Legacy Intel® Core™ Processors","Mobile","i3-390M","End of Interactive Support",2011,32,2,4,2660,3,"SmartCache",35,8,17.1,500,667,"64-bit",305
"Legacy Intel® Core™ Processors","Desktop","i5-680","End of Interactive Support",2010,32,2,4,3600,4,"SmartCache",73,16.6,21,733,1050,"64-bit",305
"Legacy Intel® Core™ Processors","Mobile","i7-610E","End of Interactive Support",2010,32,2,4,2530,4,"SmartCache",35,8.79,17.1,500,766,"64-bit",232
"Legacy Intel® Core™ Processors","Mobile","i7-720QM","End of Interactive Support",2009,45,4,8,1600,6,"SmartCache",45,8,21,350,1050,"64-bit",380
"Legacy Intel® Core™ Processors","Mobile","i7-820QM","End of Interactive Support",2009,45,4,8,1730,8,"SmartCache",45,8,21,350,1050,"64-bit",281
"Legacy Intel® Core™ Processors","Desktop","i7-860","End of Interactive Support",2009,45,4,8,2800,8,"SmartCache",95,16,21,350,1050,"64-bit",281
"Legacy Intel® Core™ Processors","Desktop","i7-920","End of Interactive Support",2008,45,4,8,2660,8,"SmartCache",130,24,25.6,350,1050,"64-bit",305
"Legacy Intel® Core™ Processors","Desktop","i3-2100","End of Life",2011,32,2,4,3100,3,"SmartCache",65,32,21,850,1100,"64-bit",120
"Legacy Intel® Core™ Processors","Desktop","i3-2100T","End of Life",2011,32,2,4,2500,3,"SmartCache",35,32,21,650,1100,"64-bit",132
"Legacy Intel® Core™ Processors","Desktop","i3-2105","End of Life",2011,32,2,4,3100,3,"SmartCache",65,32,21,850,1100,"64-bit",134
"Legacy Intel® Core™ Processors","Desktop","i3-2102","End of Life",2011,32,2,4,3100,3,"SmartCache",65,32,21,850,1100,"64-bit",115
"Legacy Intel® Core™ Processors","Desktop","i3-2120","Launched",2011,32,2,4,3300,3,"SmartCache",65,32,21,850,1100,"64-bit",115
"Legacy Intel® Core™ Processors","Desktop","i3-2120T","End of Life",2011,32,2,4,2600,3,"SmartCache",35,32,21,650,1100,"64-bit",121
"Legacy Intel® Core™ Processors","Desktop","i3-2125","End of Life",2011,32,2,4,3300,3,"SmartCache",65,32,21,850,1100,"64-bit",139
"Legacy Intel® Core™ Processors","Desktop","i3-2130","End of Life",2011,32,2,4,3400,3,"SmartCache",65,32,21,850,1100,"64-bit",117
"Legacy Intel® Core™ Processors","Mobile","i3-2310M","Launched",2011,32,2,4,2100,3,"SmartCache",35,16,21.3,650,1100,"64-bit",187
"Legacy Intel® Core™ Processors","Embedded","i3-2310E","Launched",2011,32,2,4,2100,3,"SmartCache",35,16.6,21.3,650,1050,"64-bit",187
"Legacy Intel® Core™ Processors","Mobile","i3-2312M","Launched",2011,32,2,4,2100,3,"SmartCache",35,16,21.3,650,1100,"64-bit",187
"Legacy Intel® Core™ Processors","Mobile","i3-2328M","Launched",2012,32,2,4,2200,3,"Original",35,16,21.3,650,1100,"64-bit",187
"Legacy Intel® Core™ Processors","Mobile","i3-2330M","Launched",2011,32,2,4,2200,3,"L3",35,16,21.3,650,1100,"64-bit",187
"Legacy Intel® Core™ Processors","Mobile","i3-2330E","Launched",2011,32,2,4,2200,3,"SmartCache",35,16.6,21.3,650,1050,"64-bit",187
"Legacy Intel® Core™ Processors","Embedded","i3-2340UE","Launched",2011,32,2,4,1300,3,"SmartCache",17,16.6,21.3,350,800,"64-bit",209
"Legacy Intel® Core™ Processors","Mobile","i3-2348M","Launched",2013,32,2,4,2300,3,"SmartCache",35,16,21.3,650,1150,"64-bit",250
"Legacy Intel® Core™ Processors","Mobile","i3-2350M","Launched",2011,32,2,4,2300,3,"SmartCache",35,16,21.3,650,1150,"64-bit",250
"Legacy Intel® Core™ Processors","Mobile","i3-2357M","Launched",2011,32,2,4,1300,3,"L3",17,16,21.3,350,950,"64-bit",250
"Legacy Intel® Core™ Processors","Mobile","i3-2365M","Launched",2012,32,2,4,1400,3,"SmartCache",17,16,25.6,350,1000,"64-bit",250
